Gender,Customer_Type,Age,Type_Of_Travel,Class,Fligh_ Distance,Inflight_wifi_service,Departure_Arriva_ time_convenient,Ease_of_Online_booking,Gate_location,Food_and_drink,Online_boarding,Seat_comfort,Inflight_entertainment,Onboard_service,Leg_room_service,Baggage_handling,Checkin_service,Cleanliness,Avg_rating,Departure_Delay_in_Minutes,Arrival_Delay_in_Minutes,satisfaction
Female,Loyal Customer,19,Business Travel,Business,542,4,4,4,4,5,5,5,5,5,2,4,4,5,4.31,0,9,TRUE
Male,Loyal Customer,35,Business Travel,Business,3594,5,5,5,5,4,5,5,4,4,4,4,5,5,4.62,0,0,TRUE
Female,Disloyal Customer,30,Business Travel,Business,590,4,5,5,2,5,5,3,5,5,4,5,5,5,4.46,0,0,TRUE
Female,Loyal Customer,57,Business Travel,Business,2008,2,2,5,2,4,4,5,4,4,4,4,3,3,3.54,19,13,TRUE
Female,Loyal Customer,59,Business Travel,Business,2613,5,5,5,5,3,5,2,4,4,4,4,5,4,4.23,9,2,TRUE
Male,Loyal Customer,43,Business Travel,Business,928,2,2,2,2,2,5,5,5,5,5,5,5,5,3.85,0,0,TRUE
Female,Loyal Customer,54,Business Travel,Business,2640,5,5,5,5,2,5,5,2,2,2,2,4,5,3.77,2,0,TRUE
Male,Loyal Customer,22,Business Travel,Business,1501,2,5,2,5,2,3,2,2,2,3,3,4,2,2.85,12,54,FALSE
Male,Disloyal Customer,41,Business Travel,Business,709,4,5,5,5,4,3,3,5,5,5,4,3,3,4.15,302,312,TRUE
Male,Loyal Customer,33,Business Travel,Eco,187,4,3,3,3,4,4,4,4,2,1,4,5,4,3.46,0,23,TRUE
Female,Disloyal Customer,26,Business Travel,Business,735,4,5,5,3,5,5,5,5,4,3,4,4,5,4.38,0,8,TRUE
Female,Loyal Customer,55,Business Travel,Business,3657,1,1,3,1,2,4,4,5,5,5,5,3,4,3.31,0,0,TRUE
Male,Loyal Customer,38,Business Travel,Eco,249,1,2,2,2,1,1,1,1,3,1,3,1,1,1.54,21,30,FALSE
Female,Disloyal Customer,24,Business Travel,Business,1186,0,3,0,3,4,0,4,4,3,3,4,4,4,2.77,13,0,TRUE
Male,Loyal Customer,32,Business Travel,Business,633,2,4,4,4,2,2,2,2,1,4,2,2,2,2.54,0,0,FALSE
Male,Loyal Customer,16,Business Travel,Business,2685,1,4,4,4,1,1,1,1,4,5,3,1,1,2.38,0,0,FALSE
Male,Loyal Customer,41,Business Travel,Business,344,2,5,5,5,4,3,3,2,2,2,2,4,4,3.31,0,0,FALSE
Male,Loyal Customer,54,Personal Travel,Eco,782,3,5,3,4,1,3,1,1,5,5,5,5,1,3.23,7,6,FALSE
Male,Loyal Customer,36,Business Travel,Business,1965,3,4,4,4,5,2,3,2,2,2,3,1,4,3,0,0,FALSE
Female,Loyal Customer,43,Business Travel,Business,689,3,3,3,3,5,5,4,4,4,4,4,5,5,4,0,0,TRUE
Male,Loyal Customer,13,Personal Travel,Business,1824,1,5,1,4,4,1,4,4,3,3,5,5,4,3.38,0,8,FALSE
Male,Loyal Customer,47,Business Travel,Business,3610,1,3,1,1,5,5,4,5,5,5,5,4,4,3.69,4,27,TRUE
Male,Loyal Customer,49,Business Travel,Business,528,2,2,2,2,4,4,5,5,5,5,5,3,3,3.62,0,0,TRUE
Female,Loyal Customer,59,Business Travel,Business,3021,2,2,2,2,2,4,4,5,5,5,5,3,5,3.54,0,0,TRUE
Female,Loyal Customer,48,Business Travel,Business,925,1,1,1,1,2,4,5,5,5,5,5,4,4,3.31,44,88,TRUE
Female,Loyal Customer,63,Business Travel,Eco,358,4,4,4,4,3,2,1,4,4,4,4,1,3,3.23,0,8,TRUE
Male,Loyal Customer,53,Business Travel,Eco Plus,177,1,1,1,1,1,1,1,1,1,4,3,4,1,1.62,0,0,FALSE
Male,Disloyal Customer,28,Business Travel,Eco,853,2,2,2,3,4,2,4,4,2,1,3,2,4,2.69,2,19,FALSE
Female,Loyal Customer,31,Business Travel,Business,1560,2,2,4,2,4,4,4,4,5,4,5,3,4,3.62,0,0,TRUE
Female,Loyal Customer,12,Business Travel,Business,3540,3,3,3,3,4,4,4,4,5,5,5,5,4,4,0,0,TRUE
Male,Loyal Customer,37,Business Travel,Eco,324,4,1,1,1,4,4,4,4,4,3,3,2,4,3,0,0,TRUE
Female,Loyal Customer,49,Business Travel,Business,2139,5,5,5,5,5,5,5,5,5,5,5,5,3,4.85,9,1,TRUE
Male,Loyal Customer,44,Personal Travel,Eco,201,4,5,4,3,2,4,2,2,4,5,5,3,2,3.46,0,0,TRUE
Male,Loyal Customer,60,Business Travel,Eco Plus,110,1,1,1,1,1,1,1,1,4,1,3,1,1,1.38,0,16,FALSE
Male,Loyal Customer,51,Business Travel,Business,3183,2,2,2,2,3,5,5,5,5,5,5,5,5,3.92,13,11,TRUE
Female,Loyal Customer,32,Business Travel,Business,2409,1,1,1,1,4,4,4,4,4,5,4,3,4,3.08,3,14,TRUE
Male,Loyal Customer,67,Personal Travel,Eco,2556,1,4,1,1,2,1,2,2,4,3,3,5,2,2.38,0,0,FALSE
Male,Disloyal Customer,44,Business Travel,Business,655,3,3,3,4,4,3,4,4,4,4,4,3,4,3.62,36,42,FALSE
Male,Loyal Customer,39,Business Travel,Business,3795,2,2,2,2,3,5,5,5,5,5,5,4,4,3.77,4,2,TRUE
Male,Loyal Customer,37,Business Travel,Business,1707,2,4,2,2,1,4,5,5,5,5,5,3,2,3.46,58,55,TRUE
Female,Loyal Customer,47,Business Travel,Business,1476,1,1,1,1,5,4,5,5,5,5,5,4,5,3.62,1,6,TRUE
Male,Disloyal Customer,21,Business Travel,Business,925,5,0,5,4,1,5,1,1,3,4,5,3,1,2.92,0,23,TRUE
Male,Loyal Customer,41,Business Travel,Business,677,2,2,2,2,3,4,5,4,4,4,4,4,4,3.38,0,0,TRUE
Male,Disloyal Customer,23,Business Travel,Business,968,5,0,5,4,5,4,4,3,3,5,4,4,4,3.85,0,0,TRUE
Female,Loyal Customer,53,Business Travel,Business,1712,4,4,4,4,3,5,5,5,5,5,5,3,4,4.31,0,0,TRUE
Male,Loyal Customer,52,Personal Travel,Eco,948,2,0,3,1,3,3,3,3,4,3,4,5,3,2.85,9,13,FALSE
Female,Loyal Customer,29,Business Travel,Business,1449,4,4,4,4,4,4,4,4,3,3,1,2,4,3.46,0,22,TRUE
Male,Loyal Customer,33,Business Travel,Business,1953,4,2,2,2,2,2,4,2,1,4,4,4,2,2.69,34,37,FALSE
Female,Loyal Customer,34,Personal Travel,Eco,143,2,5,2,4,5,2,5,5,3,5,1,5,5,3.77,0,0,FALSE
Female,Disloyal Customer,22,Business Travel,Eco,541,3,4,3,1,4,3,4,4,3,5,2,1,4,3.15,0,0,FALSE
Female,Disloyal Customer,23,Business Travel,Eco,639,3,4,3,3,5,3,4,5,3,2,4,1,5,3.46,2,2,FALSE
Male,Loyal Customer,62,Personal Travel,Eco,641,3,4,2,3,4,2,4,4,5,5,4,3,4,3.62,0,0,FALSE
Female,Loyal Customer,39,Business Travel,Business,526,4,4,4,4,2,4,4,5,5,5,5,5,5,4.31,22,17,TRUE
Male,Loyal Customer,13,Personal Travel,Eco,86,2,1,2,3,2,2,2,2,3,5,3,2,2,2.38,8,11,FALSE
Female,Loyal Customer,47,Business Travel,Business,3730,5,5,5,5,4,4,5,4,4,4,4,5,5,4.54,0,0,TRUE
Female,Disloyal Customer,48,Business Travel,Business,1635,2,3,3,3,1,2,1,1,3,4,5,3,1,2.46,0,14,FALSE
Male,Loyal Customer,54,Business Travel,Business,2446,3,3,4,3,3,4,5,4,4,4,4,4,5,3.85,18,0,TRUE
Male,Disloyal Customer,25,Business Travel,Eco,869,4,3,3,4,1,4,1,1,3,2,3,4,1,2.62,0,0,FALSE
Female,Loyal Customer,42,Business Travel,Business,975,4,4,4,4,5,5,4,5,5,5,5,4,3,4.38,0,0,TRUE
Male,Loyal Customer,16,Personal Travel,Eco,328,3,4,5,4,2,5,4,2,5,2,5,3,2,3.54,0,0,FALSE
Female,Loyal Customer,45,Business Travel,Business,528,3,3,3,3,4,4,5,5,5,5,5,4,5,4.15,10,6,TRUE
Male,Loyal Customer,25,Business Travel,Business,1089,3,3,2,3,5,5,5,5,3,5,4,5,5,4.08,31,15,TRUE
Female,Loyal Customer,44,Personal Travel,Eco,545,1,2,1,3,5,4,4,4,4,1,5,4,4,3.23,0,0,FALSE
Male,Loyal Customer,38,Business Travel,Business,2517,3,3,3,3,4,4,5,5,5,5,5,4,3,4,0,0,TRUE
Male,Loyal Customer,29,Business Travel,Business,1767,3,3,3,3,3,3,3,3,3,2,3,3,3,2.92,22,25,FALSE
Male,Loyal Customer,30,Business Travel,Eco Plus,1090,5,1,1,1,5,4,5,5,1,2,4,3,5,3.23,0,0,FALSE
Male,Loyal Customer,56,Business Travel,Business,2283,1,1,1,1,2,5,4,3,3,3,3,5,3,2.69,125,124,TRUE
Male,Loyal Customer,40,Business Travel,Business,1733,1,1,1,1,2,4,4,5,5,5,5,3,5,3.23,9,0,TRUE
Female,Loyal Customer,43,Business Travel,Business,719,3,3,3,3,4,5,5,5,5,5,5,5,5,4.31,0,0,TRUE
Male,Loyal Customer,46,Business Travel,Business,1918,4,4,4,4,2,4,4,5,5,5,5,3,4,4.08,17,0,TRUE
Male,Loyal Customer,29,Business Travel,Business,2579,1,1,1,1,3,3,3,3,5,3,4,3,3,2.62,2,0,TRUE
Female,Disloyal Customer,15,Business Travel,Eco,951,3,3,3,4,4,3,5,4,4,5,5,4,4,3.92,1,0,FALSE
Female,Loyal Customer,58,Business Travel,Business,2055,3,3,3,3,5,5,5,4,2,4,5,5,5,4,149,142,TRUE
Male,Loyal Customer,56,Business Travel,Business,2139,2,2,2,2,5,4,4,3,2,5,5,4,4,3.38,130,134,TRUE
Female,Loyal Customer,55,Business Travel,Business,1979,5,5,5,5,3,4,4,4,4,4,4,5,3,4.23,15,33,TRUE
Male,Loyal Customer,59,Business Travel,Business,447,1,1,1,1,5,5,5,4,4,4,4,5,3,3.31,0,0,TRUE
Female,Loyal Customer,35,Business Travel,Business,1773,1,4,4,4,4,2,3,1,1,1,1,2,4,2.46,16,40,FALSE
Male,Loyal Customer,46,Business Travel,Business,309,5,5,5,5,2,4,4,4,4,4,4,5,4,4.23,0,0,TRUE
Male,Loyal Customer,42,Business Travel,Eco,1224,1,5,5,5,1,1,1,1,4,4,3,3,1,2.69,0,4,FALSE
Female,Loyal Customer,23,Personal Travel,Eco Plus,484,2,5,2,2,3,2,4,3,4,2,5,3,3,3.08,0,0,FALSE
Male,Loyal Customer,17,Business Travel,Business,393,4,4,4,4,4,4,4,4,1,1,1,3,4,3.23,6,0,TRUE
Male,Loyal Customer,46,Business Travel,Business,3485,3,3,3,3,2,5,4,5,5,5,5,3,3,3.77,0,0,TRUE
Female,Loyal Customer,26,Personal Travel,Eco,491,2,5,2,2,1,2,1,1,4,5,3,2,1,2.38,0,27,FALSE
Female,Loyal Customer,41,Business Travel,Business,2043,2,2,4,2,4,4,5,4,4,4,4,3,4,3.54,5,0,TRUE
Female,Loyal Customer,13,Personal Travel,Eco,965,3,4,3,3,5,3,5,5,5,3,5,4,5,4.08,0,0,FALSE
Male,Loyal Customer,40,Personal Travel,Eco,427,3,0,3,2,3,3,1,3,4,4,3,4,3,2.77,22,19,FALSE
Female,Loyal Customer,50,Personal Travel,Eco Plus,1189,2,5,3,3,3,5,5,3,3,3,5,5,3,3.69,4,0,FALSE
Female,Loyal Customer,23,Personal Travel,Eco,312,2,5,2,4,5,2,5,5,3,2,4,3,5,3.62,0,0,FALSE
Female,Loyal Customer,43,Business Travel,Eco,1304,1,1,1,1,2,3,3,1,1,1,1,3,4,1.77,24,10,FALSE
Female,Disloyal Customer,45,Business Travel,Eco,337,3,2,3,4,4,3,3,4,4,1,4,1,4,3.08,9,8,FALSE
Female,Loyal Customer,67,Personal Travel,Eco,228,3,5,3,1,2,5,5,4,4,3,4,5,3,3.62,0,0,FALSE
Female,Loyal Customer,21,Personal Travel,Eco,590,2,1,2,3,3,2,3,3,3,2,3,1,3,2.38,0,0,FALSE
Male,Loyal Customer,52,Personal Travel,Eco,1028,3,5,2,4,2,2,2,3,2,5,4,2,2,2.92,154,148,FALSE
Female,Loyal Customer,11,Personal Travel,Eco,251,3,1,3,3,4,3,4,4,2,3,3,3,4,3.08,0,0,FALSE
Female,Disloyal Customer,24,Business Travel,Eco,1003,1,1,1,1,5,1,5,5,5,5,4,4,5,3.31,0,0,FALSE
Female,Disloyal Customer,30,Business Travel,Business,2586,0,0,0,2,3,0,3,3,3,5,4,4,3,2.31,0,0,TRUE
Female,Loyal Customer,56,Personal Travel,Eco,319,3,5,3,4,4,5,5,4,4,3,4,2,5,3.92,93,89,FALSE
Male,Loyal Customer,54,Business Travel,Business,185,5,5,5,5,2,4,4,4,4,4,5,3,4,4.15,0,0,TRUE
Male,Loyal Customer,65,Personal Travel,Eco,304,3,5,3,5,1,3,1,1,4,2,5,4,1,2.92,0,0,FALSE
Female,Loyal Customer,37,Business Travel,Eco,190,3,2,2,2,3,4,3,3,3,2,5,1,3,2.77,0,0,TRUE
Male,Loyal Customer,68,Personal Travel,Eco,214,3,0,3,4,4,3,3,4,3,5,3,1,4,3.08,1,0,FALSE
Male,Disloyal Customer,18,Business Travel,Eco,852,4,5,5,3,1,5,5,1,2,1,4,1,1,2.92,29,21,FALSE
Male,Loyal Customer,40,Business Travel,Business,224,4,4,4,4,5,4,4,4,4,4,4,4,3,4,6,33,TRUE
Female,Loyal Customer,65,Personal Travel,Eco,208,2,2,2,1,1,1,2,1,1,2,1,4,4,1.85,1,0,FALSE
Male,Loyal Customer,49,Business Travel,Eco Plus,376,5,4,4,4,5,5,5,5,3,5,3,3,5,4.31,0,0,TRUE
Male,Loyal Customer,40,Business Travel,Business,1195,4,4,4,4,2,5,5,4,4,4,4,3,4,3.92,0,0,TRUE
Female,Disloyal Customer,29,Business Travel,Eco,667,2,4,2,4,2,2,2,2,2,3,3,4,2,2.62,5,9,FALSE
Female,Loyal Customer,19,Personal Travel,Eco,283,1,3,1,3,4,1,4,4,3,2,4,1,4,2.69,0,3,FALSE
Male,Loyal Customer,16,Personal Travel,Eco,719,4,4,4,4,5,4,5,5,5,4,5,4,5,4.46,31,20,FALSE
Female,Loyal Customer,16,Personal Travel,Eco,2300,3,1,3,2,5,3,3,5,1,2,2,1,5,2.77,0,0,FALSE
Male,Loyal Customer,13,Personal Travel,Eco,1044,2,5,2,3,4,2,4,4,1,3,3,5,4,3.23,0,0,FALSE
Male,Loyal Customer,32,Business Travel,Business,2582,2,2,2,2,5,5,5,5,3,2,4,4,5,3.54,0,0,TRUE
Male,Disloyal Customer,22,Business Travel,Eco,1444,1,1,1,4,1,1,1,1,3,5,3,4,1,2.08,0,7,FALSE
Male,Loyal Customer,68,Personal Travel,Business,903,3,5,3,2,1,1,3,1,1,3,1,3,2,2.23,82,65,FALSE
Female,Loyal Customer,16,Personal Travel,Eco,1379,2,5,2,1,5,2,5,5,5,5,5,4,5,3.92,27,25,FALSE
Female,Loyal Customer,42,Personal Travel,Eco,1091,3,3,3,4,5,3,4,5,5,3,5,2,3,3.69,0,0,FALSE
Male,Loyal Customer,39,Business Travel,Business,2072,2,2,5,2,5,4,4,4,4,4,4,3,4,3.62,44,44,TRUE
Male,Loyal Customer,55,Personal Travel,Eco,192,2,5,2,1,5,2,4,5,3,2,4,4,5,3.38,95,91,FALSE
Female,Loyal Customer,55,Business Travel,Business,280,2,5,3,3,5,2,2,2,2,2,2,3,2,2.69,0,9,FALSE
Male,Loyal Customer,45,Business Travel,Business,1851,1,1,1,1,4,3,4,2,2,2,2,3,4,2.31,0,0,TRUE
Female,Loyal Customer,9,Personal Travel,Eco,1431,3,3,3,5,1,3,1,1,1,1,4,4,1,2.38,0,0,FALSE
Male,Loyal Customer,43,Business Travel,Business,2456,1,1,1,1,1,2,5,4,4,5,4,4,5,2.92,37,44,TRUE
Male,Loyal Customer,52,Business Travel,Business,2799,2,2,2,2,3,5,5,5,5,5,5,3,4,3.69,0,0,TRUE
Male,Loyal Customer,15,Personal Travel,Eco,1587,3,5,4,4,3,4,3,3,5,5,4,3,3,3.77,0,0,FALSE
Female,Loyal Customer,32,Business Travel,Business,1602,5,5,5,5,5,5,5,5,4,2,5,5,5,4.69,0,15,TRUE
Male,Loyal Customer,45,Business Travel,Business,270,0,1,1,2,5,4,4,1,1,1,1,3,3,2.08,77,76,TRUE
Female,Disloyal Customer,38,Business Travel,Eco,378,1,2,1,3,4,1,4,4,3,5,4,2,4,2.92,0,0,FALSE
Female,Disloyal Customer,26,Business Travel,Business,356,4,3,4,2,4,4,4,4,4,2,5,3,4,3.62,21,17,TRUE
Male,Loyal Customer,35,Business Travel,Eco,862,4,4,4,4,4,4,4,4,3,2,5,3,4,3.77,0,0,TRUE
Female,Disloyal Customer,24,Business Travel,Eco,1091,2,2,2,1,3,2,3,3,5,2,3,5,3,2.77,0,0,FALSE
Male,Loyal Customer,38,Business Travel,Business,3921,2,2,4,2,2,4,5,5,5,5,5,4,3,3.69,6,0,TRUE
Female,Disloyal Customer,24,Business Travel,Eco,696,1,1,1,4,5,1,4,5,4,4,5,3,5,3.31,0,0,FALSE
Male,Loyal Customer,9,Personal Travel,Eco,369,3,1,0,2,3,0,3,3,4,5,2,3,3,2.46,2,0,FALSE
Female,Loyal Customer,39,Personal Travel,Eco,326,4,3,4,3,5,4,5,5,4,4,5,3,5,4.15,68,99,TRUE
Male,Loyal Customer,45,Business Travel,Business,2584,3,4,4,4,5,3,4,2,2,2,3,1,3,3.08,21,15,FALSE
Female,Loyal Customer,34,Personal Travel,Eco,255,3,2,3,3,1,3,1,1,4,2,3,4,1,2.38,0,0,FALSE
Male,Loyal Customer,14,Personal Travel,Eco,109,5,0,5,3,5,5,2,5,3,3,4,5,5,3.85,26,35,TRUE
Male,Loyal Customer,45,Business Travel,Eco,204,1,4,4,4,2,1,2,2,3,4,4,4,2,2.85,0,1,FALSE
Male,Loyal Customer,27,Personal Travel,Eco,1721,2,4,2,5,5,2,5,5,1,3,3,5,5,3.62,0,0,FALSE
Male,Disloyal Customer,20,Business Travel,Eco,614,3,0,3,1,4,3,4,4,4,5,5,4,4,3.38,0,0,FALSE
Male,Loyal Customer,11,Personal Travel,Eco,2227,4,1,4,2,4,4,4,4,1,5,1,3,4,3.15,0,0,TRUE
Male,Disloyal Customer,21,Business Travel,Eco,283,3,1,4,3,3,4,4,3,3,2,3,4,3,3.08,0,0,FALSE
Female,Loyal Customer,40,Business Travel,Business,3676,5,5,5,5,2,4,4,5,5,5,5,5,5,4.62,0,0,TRUE
Female,Loyal Customer,51,Business Travel,Business,2623,2,2,2,2,5,5,4,4,4,4,4,3,5,3.54,25,25,TRUE
Female,Loyal Customer,38,Personal Travel,Business,322,4,5,4,1,5,4,3,3,3,4,3,3,4,3.54,105,102,FALSE
Male,Loyal Customer,10,Personal Travel,Eco,787,4,4,4,1,3,4,3,3,3,2,5,5,3,3.38,1,0,FALSE
Male,Loyal Customer,40,Business Travel,Business,2422,4,4,4,4,5,5,5,5,3,4,4,5,5,4.38,89,80,TRUE
Male,Loyal Customer,49,Personal Travel,Eco,1218,2,3,2,3,4,2,4,4,5,4,1,3,4,3.15,0,0,FALSE
Male,Disloyal Customer,37,Business Travel,Eco Plus,459,3,3,3,4,5,3,5,5,2,4,3,2,5,3.62,0,0,FALSE
Male,Loyal Customer,25,Personal Travel,Eco,605,1,5,1,1,4,1,4,4,2,5,4,5,4,3.15,0,0,FALSE
Male,Loyal Customer,49,Business Travel,Business,271,4,4,4,4,4,4,5,4,4,4,4,4,5,4.15,0,0,TRUE
Male,Loyal Customer,51,Business Travel,Business,3717,3,3,3,3,2,4,4,4,4,4,4,5,3,3.54,0,1,TRUE
Female,Loyal Customer,47,Personal Travel,Eco,883,2,0,1,2,1,3,5,1,1,1,1,2,3,1.77,15,9,FALSE
Male,Loyal Customer,48,Business Travel,Business,3279,2,2,2,2,2,5,4,5,5,5,5,5,4,3.69,0,0,TRUE
Female,Loyal Customer,30,Business Travel,Business,2756,1,1,1,1,5,5,5,5,3,2,5,4,5,3.31,0,0,TRUE
Female,Disloyal Customer,27,Business Travel,Eco,867,1,1,1,4,4,1,4,4,1,2,3,1,4,2.38,0,0,FALSE
Male,Loyal Customer,44,Business Travel,Business,2311,4,4,4,4,5,5,4,4,4,4,4,5,5,4.31,0,0,TRUE
Female,Loyal Customer,67,Personal Travel,Eco Plus,152,3,2,0,3,2,4,4,5,5,0,5,4,2,3,4,0,FALSE
Male,Loyal Customer,25,Business Travel,Business,3547,2,2,2,2,5,5,5,5,5,5,1,4,5,3.69,0,0,TRUE
Male,Disloyal Customer,37,Business Travel,Eco,432,3,2,4,4,1,4,1,1,3,5,3,2,1,2.62,0,0,FALSE
Male,Loyal Customer,14,Business Travel,Eco,550,2,4,4,4,2,2,1,2,1,5,3,3,2,2.69,0,9,FALSE
Female,Loyal Customer,44,Business Travel,Eco,979,3,4,4,4,5,3,5,3,3,3,3,1,3,3.38,8,0,TRUE
Female,Loyal Customer,32,Business Travel,Eco Plus,337,4,2,4,2,4,4,4,4,5,1,3,5,4,3.54,0,1,TRUE
Female,Loyal Customer,52,Business Travel,Eco,584,3,3,3,3,1,2,3,3,3,3,3,2,3,2.69,0,62,FALSE
Female,Loyal Customer,52,Business Travel,Eco,771,4,4,4,4,4,2,1,3,3,4,3,1,3,3.08,57,51,TRUE
Male,Loyal Customer,42,Personal Travel,Eco,190,1,4,1,2,3,1,3,3,5,4,5,5,3,3.08,0,0,FALSE
Male,Loyal Customer,34,Business Travel,Business,2948,1,1,1,1,4,5,4,4,4,4,4,5,3,3.15,11,0,TRUE
Male,Disloyal Customer,26,Business Travel,Business,2367,4,4,4,4,4,2,2,3,2,4,4,2,2,3.15,282,280,FALSE
Female,Loyal Customer,50,Business Travel,Business,3781,4,4,2,4,3,5,5,5,5,5,5,4,5,4.31,15,3,TRUE
Male,Loyal Customer,31,Business Travel,Business,1532,1,1,1,1,1,1,1,1,3,2,4,1,1,1.46,13,12,FALSE
Female,Loyal Customer,50,Business Travel,Business,1379,5,5,1,5,5,5,5,5,5,5,5,5,4,4.62,19,0,TRUE
Male,Loyal Customer,64,Personal Travel,Eco,296,3,5,3,5,4,3,4,4,4,4,4,2,4,3.77,0,0,FALSE
Male,Loyal Customer,32,Business Travel,Business,3970,4,4,4,4,5,5,5,5,4,4,5,3,5,4.38,0,0,TRUE
Female,Loyal Customer,33,Personal Travel,Eco,530,1,5,2,1,1,2,1,1,3,3,5,5,1,2.38,8,6,FALSE
Male,Loyal Customer,28,Business Travel,Business,689,3,3,3,3,5,5,5,5,4,3,4,5,5,4.08,0,0,TRUE
Male,Loyal Customer,65,Business Travel,Business,590,2,1,1,1,1,4,4,2,2,2,2,2,3,2.08,0,0,FALSE
Male,Loyal Customer,23,Business Travel,Business,263,1,1,1,1,5,5,5,5,2,1,5,3,5,3.08,10,0,TRUE
Male,Loyal Customer,44,Business Travel,Business,306,3,3,3,3,2,5,4,4,4,4,4,5,5,3.77,2,0,TRUE
Female,Loyal Customer,49,Business Travel,Business,341,1,3,3,3,5,2,3,1,1,1,1,1,2,2.08,67,61,FALSE
Female,Loyal Customer,33,Personal Travel,Eco,937,2,2,2,4,4,2,4,4,4,5,4,4,4,3.46,0,0,FALSE
Female,Disloyal Customer,36,Personal Travel,Eco,1501,0,4,0,3,4,0,4,4,5,4,5,5,4,3.23,0,0,TRUE
Female,Loyal Customer,31,Business Travel,Business,1898,2,4,5,5,2,2,2,2,4,1,3,2,2,2.77,0,0,FALSE
Female,Loyal Customer,13,Personal Travel,Eco,201,4,5,0,3,3,0,3,3,5,5,4,5,3,3.31,0,0,TRUE
Female,Loyal Customer,40,Business Travel,Eco,147,4,2,2,2,4,4,4,1,4,3,2,4,4,3.08,146,156,FALSE
Male,Loyal Customer,70,Personal Travel,Eco,744,3,2,3,4,1,3,1,1,4,3,3,4,1,2.54,0,0,FALSE
Female,Loyal Customer,45,Business Travel,Business,2133,1,1,1,1,4,4,4,2,2,2,2,4,3,2.38,19,12,TRUE
Female,Loyal Customer,13,Business Travel,Eco Plus,1504,4,2,2,2,4,4,5,4,3,1,5,3,4,3.31,8,1,TRUE
Female,Loyal Customer,52,Personal Travel,Eco,2153,1,5,1,3,2,4,4,3,3,1,3,4,3,2.85,0,0,FALSE
Female,Loyal Customer,11,Business Travel,Business,2360,1,5,2,5,1,1,1,1,4,1,3,1,1,2.08,17,16,FALSE
Male,Disloyal Customer,37,Business Travel,Eco,636,2,3,2,3,1,2,1,1,1,4,4,2,1,2.08,22,14,FALSE
Male,Loyal Customer,56,Personal Travel,Eco,991,3,2,3,4,5,3,5,5,4,3,4,2,5,3.69,12,3,FALSE
Male,Loyal Customer,21,Personal Travel,Eco,368,2,1,2,3,3,2,5,3,2,4,4,2,3,2.77,0,0,FALSE
Male,Loyal Customer,11,Personal Travel,Eco Plus,577,2,4,2,1,4,2,4,4,3,5,5,4,4,3.38,1,0,FALSE
Male,Loyal Customer,34,Personal Travel,Eco,967,1,5,1,5,4,1,5,4,5,2,4,4,4,3.46,5,11,FALSE
Male,Loyal Customer,29,Personal Travel,Business,2296,1,4,1,3,4,1,4,4,5,2,3,5,4,3.15,8,0,FALSE
Female,Disloyal Customer,22,Business Travel,Eco,650,2,0,2,1,4,2,4,4,3,2,5,5,4,2.92,0,0,FALSE
Male,Loyal Customer,34,Business Travel,Eco,4243,5,5,5,5,5,5,5,4,5,2,5,5,5,4.69,4,1,TRUE
Male,Loyal Customer,57,Business Travel,Business,1989,3,3,3,3,3,4,4,5,5,5,5,5,4,4,2,0,TRUE
Male,Disloyal Customer,34,Business Travel,Business,468,3,3,3,4,5,3,5,5,4,5,5,3,5,4.08,3,4,FALSE
Female,Loyal Customer,18,Personal Travel,Eco,719,3,4,3,3,4,3,1,4,5,5,4,4,4,3.62,0,0,FALSE
Female,Loyal Customer,52,Business Travel,Business,533,4,4,4,4,5,4,5,5,5,5,5,4,4,4.46,5,0,TRUE
Male,Loyal Customer,53,Business Travel,Business,3011,5,5,5,5,2,4,4,4,4,4,4,3,3,4,0,2,TRUE
Male,Loyal Customer,24,Business Travel,Business,1547,4,1,1,1,4,4,4,4,2,3,4,4,4,3.08,7,0,FALSE
Male,Loyal Customer,24,Business Travel,Eco,341,5,1,1,1,5,5,5,5,2,3,2,5,5,3.46,0,0,TRUE
Male,Loyal Customer,47,Business Travel,Business,3425,3,3,3,3,3,2,5,5,5,5,5,5,4,3.92,0,0,TRUE
Female,Loyal Customer,47,Business Travel,Business,3777,5,5,5,5,4,5,5,4,4,4,5,4,4,4.54,0,0,TRUE
Female,Loyal Customer,8,Personal Travel,Eco,476,4,2,4,3,4,4,4,4,1,5,4,2,4,3.46,1,0,FALSE
Male,Loyal Customer,60,Business Travel,Business,3959,5,5,5,5,3,5,4,4,4,4,4,3,4,4.23,0,0,TRUE
Male,Loyal Customer,62,Business Travel,Business,2639,4,4,4,4,5,3,1,5,5,5,5,2,5,4,0,0,TRUE
Male,Loyal Customer,24,Business Travel,Business,646,4,3,2,3,4,4,4,2,1,4,4,4,4,3.31,227,209,FALSE
Male,Loyal Customer,37,Business Travel,Business,594,3,3,5,3,3,5,5,5,5,5,5,3,4,4.15,0,0,TRUE
Female,Loyal Customer,45,Business Travel,Business,1744,3,3,3,3,5,3,5,4,4,4,4,4,5,3.85,9,0,TRUE
Female,Disloyal Customer,29,Business Travel,Business,363,3,3,3,1,5,3,5,5,4,3,4,5,5,3.77,0,0,FALSE
Male,Loyal Customer,60,Personal Travel,Eco,407,2,4,4,3,1,4,1,1,1,1,4,4,1,2.38,14,12,FALSE
